Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,AME-2,10015,Epic,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 12:53 PM,05/Jan/25 12:53 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,purple,,,,,0|i00033:,,,,,,,,,,,,,,,,,To Do,05/Jan/25 12:53 PM
Feature 4: Collaboration Features,AME-40,10053,Feature,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:19 PM,05/Jan/25 10:37 PM,05/Jan/25 10:38 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000an:,,,AME Sprint 4,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:19 PM
Story 4.1: Develop a discussion forum for users,AME-41,10054,Story,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:19 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000av:,,,AME Sprint 4,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:19 PM
Story 4.2: Enable users to comment on resources and principles.,AME-42,10055,Story,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:20 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000ej:,,,AME Sprint 4,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:20 PM
Story 4.3: Implement user authentication for collaboration features.,AME-43,10056,Story,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:20 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000fr:,,,AME Sprint 4,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:20 PM
Subtask 3.1.1: Create a layout,AME-44,10057,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:21 PM,05/Jan/25 10:36 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bj:,,,AME Sprint 3,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:21 PM
Subtask 3.1.2: Implement Functionality,AME-45,10058,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:21 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000br:,,,AME Sprint 3,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:21 PM
Subtask 3.1.3: Add styling,AME-46,10059,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:21 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bz:,,,AME Sprint 3,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:21 PM
Subtask 3.2.1: Add resources to server,AME-47,10060,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:22 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000cn:,,,AME Sprint 3,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:22 PM
Subtask 3.2.2: Create API for access,AME-48,10061,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:22 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000cv:,,,AME Sprint 3,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:22 PM
Subtask 3.2.3: Make API accessible online,AME-49,10062,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:22 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000d3:,,,AME Sprint 3,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:22 PM
Subtask 3.3.1: Create design,AME-50,10063,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:23 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000db:,,,AME Sprint 3,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:23 PM
Subtask 3.3.2: Code the project,AME-51,10064,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:23 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000dj:,,,AME Sprint 3,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:23 PM
Subtask 3.3.3: Add to site,AME-52,10065,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:23 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000dr:,,,AME Sprint 3,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:23 PM
Subtask 4.1.1: Create backend infrastructure for forum,AME-53,10066,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:33 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000dz:,,,AME Sprint 4,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:33 PM
Subtask 4.1.2: Test,AME-54,10067,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:33 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000e7:,,,AME Sprint 4,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:33 PM
Subtask 4.1.3: Deploy,AME-55,10068,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:33 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000ef:,,,AME Sprint 4,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:33 PM
Subtask 4.2.1: Design the comment input field and UI,AME-56,10069,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:34 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000ev:,,,AME Sprint 4,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:34 PM
Subtask 4.2.2: Develop backend APIs for storing comments,AME-57,10070,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:34 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000f3:,,,AME Sprint 4,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:34 PM
Subtask 4.2.3: Implement frontend integration with APIs,AME-58,10071,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:34 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000fb:,,,AME Sprint 4,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:34 PM
Subtask 4.2.4: Test the comment functionality,AME-59,10072,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:34 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000fj:,,,AME Sprint 4,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:34 PM
Subtask 4.3.1: Create the authentication middlewares,AME-60,10073,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:35 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000fz:,,,AME Sprint 4,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:35 PM
Subtask 4.3.2: Test the functionality,AME-61,10074,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:35 PM,05/Jan/25 10:37 PM,06/Jan/25 12:33 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000g7:,,,AME Sprint 4,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:35 PM
Subtask 4.3.3: Deploy,AME-62,10075,Task,To Do,AME,Agile Manifesto Exercise,software,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,Medium,,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,05/Jan/25 10:36 PM,05/Jan/25 10:37 PM,06/Jan/25 12:32 PM,,,0,,,Amogh K Umesh,712020:3431d711-e691-474b-87d5-610f2d7e8719,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000gf:,,,AME Sprint 4,,,,,,,,,,,,10015,Create a web-based platform to educate and engage users about the Agile Manifesto and methodologies.,To Do,05/Jan/25 10:36 PM
